GeoUID_2001,Area (sq km)_2001,Population_2001,Dwellings_2001,Households_2001,Total male population_2001,Total female population_2001,Population change (%)_2001,Never married_2001,Divorced_2001,Widowed_2001,Movers_2001,Non-movers_2001,Canadian citizens_2001,Migrants_2001,Non-migrants_2001,Internal migrants_2001,External migrants_2001,Visible minority_2001,Non-visible minority_2001,Non-Canadian citizens_2001,Non-immigrants_2001,Immigrants_2001,Non-permanent residents_2001,Married couples_2001,Common-law couples_2001,Owned housing_2001,Rented housing_2001,Median household income $_2001,High school or Secondary degree_2001,College or CEGEP degree_2001,"Trades certificate, diploma or apprenticeship_2001",Apartment with fewer than five stories_2001,Apartment with five or more storeys_2001,Row house_2001,Single-detached house_2001,Semi-detached house_2001,Movable dwelling_2001,Other single-attached house_2001,Major repairs_2001,Band housing_2001,English only_2001,French only_2001,Allophone _2001,Average gross rent ($)_2001,Average value dwelling ($)_2001,English and French_2001,English and non-official language(s)_2001,French and non-official language(s)_2001,"English, French, and non-official language(s)_2001",Employed_2001,Unemployed_2001,Population 0 to 9_2001,Population 10 to 19_2001,Population 20 to 29_2001,Population 30 to 39_2001,Population 40 to 49_2001,Population 50 to 59_2001,Population 60 plus_2001,No certificate or diploma_2001,Regular maintenance_2001,Public transit_2001,Walked_2001,Bicycle_2001,Transportation other methods_2001,Transportation vehicle driver_2001,Transportation vehicle non-driver_2001,Bachelors degree or higher_2001
4620149.0,0.1387,3322,1949,1885,1645,1675,1.8,2045,330,175,845,2410,3100,270,580,210,55,185,3095,180,2770,490,25,200,340,455,1430,35617,220,610,195,1205,580,15,0,60,0,0,240,0,225,2685,335,630,106487,25,0,10,0,2025,155,55555045,20354045,140190230235,245190180130,14090120135,1301158075,455045555055357015452055,155140195,1000645,305460,165145,11090,1000000,375160,2530,1140
4620150.0,0.1659,2490,1441,1385,1230,1255,7.3,1530,235,150,605,1675,2100,210,395,130,80,245,2065,210,1915,330,60,125,220,205,1180,29434,210,340,160,1330,0,45,5,0,0,0,100,0,100,1885,315,503,145779,0,0,10,0,1375,275,35403545,30303535,100155175200,170115170105,12010011090,70755045,30253525254020351040565,205150190,905370,260295,7075,5045,0000100,235240,2020,645
4620151.0,0.1157,2112,1151,1120,1025,1090,-0.8,1265,205,135,380,1625,1905,80,300,65,20,130,1900,115,1820,200,0,125,235,285,840,35898,120,330,125,1035,80,0,0,0,0,5,140,0,70,1835,90,570,146570,25,0,0,0,1285,100,50454040,30252535,6590140165,145125135110,1051008570,60503035,25303025153515251535545,85125120,530450,200190,65100,5550,0010000,225235,1015,640
4620152.0,0.1378,1586,902,885,775,805,2.3,970,135,55,320,1225,1535,75,245,65,10,50,1530,40,1485,95,0,110,165,175,710,33549,170,280,125,880,0,0,0,0,0,0,100,0,65,1475,40,569,139067,0,0,0,0,980,55,35403035,35353525,6090120115,95859575,65807560,35353030,20302020101510151015510,10085115,490290,70155,6580,2550,015001510,260160,1510,295
4620153.0,0.2781,872,492,460,485,390,6.5,515,80,30,235,615,795,75,155,55,25,175,680,65,675,145,35,75,60,60,395,25705,110,160,40,455,0,0,0,0,0,5,50,0,15,655,145,484,97214,10,0,35,0,455,95,10102515,20102530,55656545,45355525,45304030,35201520,201020201010510015010,803530,235175,80130,3530,1010,000000,9540,00,170
4620154.0,0.126,577,353,345,280,300,-1,365,55,20,110,460,555,45,70,40,0,25,555,20,530,45,0,25,55,50,295,33866,45,80,25,340,0,5,0,0,0,5,15,0,10,515,45,595,165797,0,0,0,0,375,20,10101010,501010,25404530,25254530,25352525,15201010,51515151015550505,854525,185145,6585,3025,2010,000000,5535,020,160
4620155.0,0.1082,1823,1075,1040,860,965,-4.6,1105,165,100,405,1385,1685,125,275,100,30,80,1715,110,1575,185,35,90,185,135,910,33564,165,250,95,1040,0,0,0,0,0,0,170,0,75,1580,135,599,144855,10,0,0,0,1070,70,25352540,25302525,7085125120,120115100100,100907075,45502535,2035253020402025525520,17085150,595275,180215,5045,3545,015010010,200180,2010,460
4620156.0,0.1393,1985,1166,1130,945,1040,-2.4,1175,160,100,380,1595,1945,95,285,85,10,85,1915,55,1815,160,25,140,215,250,885,33999,210,325,100,1070,50,5,0,0,0,5,160,0,90,1825,80,567,128120,10,0,0,0,1215,80,45303540,30403520,70100125140,130115120115,1151157065,50504035,2020254020351540530515,19090145,595380,145295,4595,6060,0000150,225165,1015,440
4620157.0,0.1624,2038,1144,1115,975,1065,-0.3,1180,200,85,295,1705,1975,100,195,75,25,45,1990,55,1830,195,10,100,255,325,795,42236,135,425,80,1095,0,10,5,0,0,10,160,0,30,1910,85,598,153215,0,0,0,0,1330,55,60504035,25352525,5590130165,125110120125,105858590,80654060,2025203020301525520510,6530110,555400,195215,80135,4040,0000100,330150,010,725
4620158.0,0.1412,2033,1323,1270,1030,1000,2.8,1260,215,100,410,1590,1860,155,260,90,65,140,1890,165,1700,290,40,150,200,260,1010,27119,195,400,125,1065,180,0,15,0,0,0,110,0,120,1810,90,539,149726,0,0,0,0,1190,105,35404030,20202015,70100160145,150125115115,100808060,60604540,35403535202520301025515,8080170,720435,195190,90145,1555,010100010,225185,015,550
4620159.0,0.1237,1926,1050,1020,940,980,3.5,1180,175,60,285,1620,1820,110,170,85,20,135,1790,110,1600,285,45,120,250,365,655,49945,85,305,90,1000,0,0,0,15,0,0,90,0,130,1655,130,670,163532,0,0,10,0,1285,60,50454540,30303030,6585135140,13010510590,95908595,60604055,2025152015201015525010,7075115,545390,175305,8050,4055,10010000,260175,1010,800
4620160.0,0.1217,1832,1113,1085,940,895,13.6,1180,170,85,330,1400,1630,125,205,80,50,80,1690,145,1450,285,40,85,195,275,805,32610,115,370,95,785,175,105,0,0,0,15,120,0,90,1535,130,561,142743,10,0,10,0,1025,145,45302015,20202030,105140140140,105859570,75506575,50553540,4535402535352020515015,12040120,685285,230210,4570,4050,0010000,155120,150,595
4620161.0,0.1389,1927,1008,980,975,950,13,990,145,70,260,1655,1765,75,185,55,20,375,1555,165,1260,635,35,190,160,265,715,29541,145,275,140,755,85,35,0,0,0,55,70,0,180,1075,585,579,136949,20,25,40,10,1075,145,65454540,40305045,85125165135,1159510090,85607065,40555040,203515251520102051055,9560135,610300,205250,10055,3015,000000,200115,1010,455
4620162.0,0.0954,1638,947,910,820,820,12.3,1025,150,80,375,1200,1485,120,255,85,35,215,1370,95,1255,285,40,95,140,190,720,37395,120,270,100,575,85,215,0,5,0,25,105,0,120,1185,250,574,152630,10,0,10,0,1085,100,20302025,25202020,85115180135,110759075,80656065,50403025,15201025152510150201025,7055110,530275,215245,6575,3035,01000010,23585,00,575
4620163.0,0.2023,3034,1509,1450,1525,1510,-7.7,1645,205,100,550,2445,2670,190,360,105,90,280,2755,365,2000,1015,15,330,215,420,1025,40409,135,375,95,1340,70,20,5,5,0,5,185,0,720,1240,965,638,178133,45,35,20,0,1935,155,65606570,35504550,175200245240,200180160115,1201209590,95906055,45405045303520401015510,180155195,770500,285410,115190,6530,001501010,325165,3050,1060
4620164.0,0.0697,1655,1033,1000,800,855,6.9,915,150,50,455,1190,1440,155,300,85,65,215,1440,215,1120,475,65,170,145,200,805,34604,90,200,60,545,430,0,5,0,0,0,120,0,350,930,335,674,162436,20,15,10,0,1000,145,40251535,15102025,6575135125,1201108575,75757575,55603050,202515402020101555010,9070165,555330,170210,7570,3015,00150015,135110,1025,715
4620165.0,0.1482,2439,1208,1170,1225,1215,7,1200,160,55,460,1935,2060,190,270,105,85,430,2005,380,1595,720,125,250,130,195,980,30490,145,320,75,920,5,180,5,0,0,55,180,0,375,990,995,589,200953,70,10,0,0,1340,180,1001006570,50506060,125185210175,1451309090,90809065,55605040,2530201515302020101055,15590220,570415,215260,185115,1525,0000150,160170,1525,780
4620166.0,0.232,416,226,215,220,190,9.8,205,35,20,180,230,345,50,135,20,25,80,335,70,305,80,30,40,30,60,155,22731,35,30,10,130,75,0,0,0,0,10,15,0,75,225,100,487,138764,10,0,10,0,215,45,510515,1051515,15152525,35253020,25101020,105155,5510555500050,601035,14060,7050,00,1010,000000,450,010,85
4620167.0,0.2039,2452,1238,1185,1165,1290,-2.3,1245,205,70,450,1960,2305,90,360,55,35,245,2205,150,1775,655,25,220,175,260,925,26772,150,275,175,1085,5,60,5,0,0,5,195,0,435,1195,785,566,150262,20,10,10,0,1400,155,75806065,40605060,100130175195,150140130125,1051058580,60753560,3035202525201025105510,120145145,510480,205305,65105,9080,1500000,225105,1510,700
4620168.0,0.1685,2496,1084,1045,1265,1230,-2,1180,145,65,465,1995,2235,155,310,130,25,215,2280,265,1725,720,55,295,145,340,705,39285,135,220,45,770,5,245,5,0,0,20,185,0,450,950,1075,660,212074,15,10,0,0,1415,85,105858075,55606570,125120180170,155140105105,105908580,60653040,30302520203025201020105,15585170,435425,220305,105140,4030,101000100,165125,1055,865
4620169.0,0.1468,2303,1046,1025,1095,1205,-2.9,1130,190,70,335,1950,2090,90,245,45,50,190,2105,205,1590,645,60,270,170,335,690,41280,220,295,100,915,0,60,5,5,0,5,160,0,500,1100,635,617,159528,20,20,15,0,1410,140,55705545,40304055,75110125140,140150145125,1001059095,60755050,3520305025351535105510,11565115,515355,180295,95120,4535,01000100,295140,020,755
4620170.0,0.1559,2345,1119,1090,1215,1130,-2.1,1115,140,60,365,1950,2105,85,285,70,15,415,1930,240,1425,860,65,320,145,245,845,30624,190,245,100,1035,5,10,10,5,0,20,190,0,265,1015,1000,560,181600,35,20,10,0,1180,140,55507055,60505055,85105155175,175110125125,1151008595,55504040,3530403530203525515105,85135125,620270,125235,45120,2560,0100000,265130,3025,525
4620171.0,0.4811,4336,2348,2295,2000,2335,11.9,2530,455,280,975,3110,3855,345,635,285,60,590,3540,275,3175,885,70,265,390,670,1625,27756,270,665,230,1920,235,40,5,10,0,5,135,0,310,3050,670,526,141496,50,15,25,0,2360,225,95755060,55555575,205255305280,240195245185,180165160175,12014585110,50110557040853590108515105,260165295,1550615,425580,155150,8035,1001002010,425280,1025,1340
4620172.0,0.2013,1947,1318,1275,1105,840,12,1355,170,45,540,1385,1655,250,285,170,80,360,1580,290,1445,395,100,100,165,165,1105,24982,70,355,175,1180,75,0,5,5,0,5,135,0,100,1490,305,511,120981,0,0,45,0,1250,255,25252520,2051525,160150220180,15011511585,120508035,70403525,2030252010151515510010,11095115,750390,355255,14085,3035,0000010,170105,2010,765
4620173.0,0.1857,1580,993,945,815,765,-2.5,990,130,50,395,1140,1445,95,300,70,25,115,1435,110,1305,235,15,115,165,180,765,32709,120,290,100,790,145,10,0,0,0,0,160,0,55,1295,160,578,179101,10,10,25,10,1025,85,25252020,15152515,85105130140,12010511555,65655045,55403030,202520252025102052055,9080110,480310,220230,5080,100,00001015,175150,1010,530
4620174.0,0.2291,1586,966,945,740,845,-0.1,985,150,55,230,1345,1530,60,170,45,15,25,1560,55,1405,160,20,105,175,240,700,37319,115,325,75,915,0,15,0,0,0,0,115,0,35,1390,155,605,159485,0,0,0,0,1045,50,20252020,15302010,6595105125,951059065,80706560,40503535,25252530204510201015010,1056085,580255,145210,3595,2030,000000,220190,1010,585
4620175.0,0.1094,1659,962,945,810,845,3.1,1035,155,45,265,1350,1605,95,165,80,20,45,1610,60,1515,125,20,90,215,285,655,38105,85,275,55,920,0,15,5,0,0,5,120,0,40,1525,70,560,145143,15,0,0,10,1080,60,35354535,25252020,4580115125,120115115100,80907575,50453025,52015201015510510010,7065130,510315,145180,55110,6040,0150000,200155,1515,620
4620176.0,0.1228,1564,941,915,755,810,-1.3,1025,130,50,470,1065,1520,100,370,95,10,60,1505,45,1440,130,0,90,200,170,745,40298,80,230,55,900,0,5,5,0,0,0,110,0,75,1420,30,599,138798,20,0,15,10,1190,40,35252020,30251520,7085135135,1201008590,85805570,45402020,151510151015520010015,809585,485320,205215,5555,4045,001001010,245170,1035,655
4620177.0,0.0991,1324,750,720,675,650,8.2,835,115,50,370,935,1275,70,295,65,10,70,1240,40,1190,105,15,75,135,140,580,31689,110,190,80,695,0,20,0,0,0,5,85,0,15,1220,70,515,132518,0,0,0,0,785,45,35452020,15151515,60909595,105958565,70456035,35251515,151525151020510515010,805590,400240,140145,2535,3055,100300015,15590,1025,365
4620178.0,0.2806,2364,1431,1410,1160,1205,-3,1575,175,90,620,1710,2180,185,435,155,25,80,2265,170,2060,265,20,120,240,160,1250,32514,225,435,155,1395,0,0,10,0,0,0,165,0,45,2150,135,578,139839,15,0,10,0,1525,135,40504045,25153040,115175240215,155145145110,115958585,60753035,20251525103515251015015,95130130,730520,250305,7565,5535,00100150,295210,2015,725
4620179.0,0.4946,3667,2183,2040,1905,1765,-1.7,2040,330,165,960,2640,3445,275,685,250,25,475,3190,220,3110,500,50,275,285,225,1820,25084,425,640,180,1875,130,15,0,5,0,10,280,0,165,2980,490,474,123736,0,0,25,0,1905,285,858010080,65607575,200225260250,215175210155,20013515580,100906575,65553570406020501025515,395225205,1100660,335450,8555,10040,0010000,475240,2010,505
4620180.0,0.2635,3499,1942,1830,1650,1850,-1.5,1755,345,170,670,2795,3370,175,495,160,15,345,3150,115,3125,345,20,290,305,335,1495,27591,395,450,330,1300,445,15,5,5,0,20,240,0,90,3020,310,494,123995,35,0,30,10,1800,190,8511010080,80955070,155195210185,165165165165,130155130120,801158565,65755575406540601025520,370180190,1025565,245355,30155,2515,200100100,495275,2565,375
4620181.0,0.3306,3688,2070,1905,1750,1940,-3.3,1790,365,190,980,2660,3400,240,745,190,50,420,3250,275,3085,530,60,320,320,355,1560,28917,355,515,240,1825,35,0,5,15,0,15,195,0,145,3020,470,518,126078,15,0,25,0,1830,255,9010090105,100957590,165205235230,180175170180,145150125130,95957580,506550554560307020351030,330205160,1080635,245440,7560,5515,0000010,510335,1035,600
4620182.0,0.1397,2141,1183,1105,1005,1135,-3.5,1015,195,155,370,1735,2080,50,315,50,10,160,1975,55,1905,230,0,210,195,335,775,28594,200,380,120,1005,75,15,5,0,0,5,120,0,65,1875,175,517,113272,15,0,0,0,1095,115,50405545,45605545,9590110110,9511011085,80958575,50654040,25403545455015501545530,21512075,660335,145260,1550,00,000000,355170,025,300
4620183.0,0.1322,2294,1232,1200,1065,1230,1.3,1160,230,130,575,1695,2220,170,405,130,40,65,2230,75,2085,200,10,195,205,265,935,30234,210,310,160,1115,55,5,5,0,0,20,125,0,75,2030,155,492,127341,35,0,0,0,1110,130,60455555,50404055,110110100120,120120110120,951059085,65754555,3555405020452040530520,305120115,670405,150265,2020,3525,000000,300200,1025,300
4620184.0,0.2197,3033,1567,1520,1465,1565,0.3,1340,305,155,550,2440,2890,105,445,85,25,285,2745,140,2655,370,10,325,270,435,1080,31324,370,430,265,1485,0,0,15,5,0,5,180,0,85,2575,295,518,120453,15,0,65,0,1480,175,956510070,85806070,105120135130,120125150155,150130110115,80805080,50655575559045651035515,390155105,855480,215370,5055,2020,0010000,460180,045,275
4620185.0,0.3966,5146,2882,2755,2395,2750,-0.5,2210,555,370,1065,3965,4945,240,825,215,20,575,4520,155,4475,580,40,555,390,745,2005,30786,590,560,440,2580,120,15,5,10,0,15,210,0,185,4240,610,518,132597,25,0,35,0,2430,275,120110120135,125110125105,150175180210,200210240220,255250205225,145190105140,901251051401101406014030701545,445335290,1780765,375560,60110,2025,000000,715415,2040,660
4620186.0,0.3796,4301,2376,2260,2010,2295,-4.2,1795,510,295,830,3405,3995,300,525,270,35,750,3555,310,3320,910,70,470,285,495,1765,27052,565,450,220,2150,5,85,0,10,0,5,215,0,110,3140,915,508,131500,35,0,95,10,1950,240,10510511085,9085105105,165205185195,175150185160,145185135155,130160100135,10513595120801105510525751030,505205165,1575470,335445,4080,1510,000000,575340,1535,525
4620187.01,0.3652,2271,1310,1170,1110,1160,-7.1,1100,220,175,290,1765,1935,90,195,80,10,185,1885,130,1765,300,0,190,150,250,915,30315,335,280,110,1130,10,5,0,0,0,15,170,0,30,1765,220,533,147540,20,0,35,0,1110,65,60353540,40303545,105115100115,1158510075,8595105105,75756050,455030604555354020352555,245125100,630370,205250,2540,2020,00001015,235195,2515,325
4620187.02,1.1338,7601,4168,3945,3605,3995,13.8,3470,915,410,1490,6000,7285,450,1045,395,50,1285,6315,320,6235,1335,30,790,815,1440,2510,44949,765,1120,420,3605,0,310,10,10,0,15,115,0,125,6090,1260,582,123953,40,20,60,10,4230,335,185190175160,160135170150,265270410435,340305380360,345375325385,270310180225,120150100135801555512530801545,605385425,3255580,625805,9580,4025,0000100,1305955,25110,1840
4620188.01,0.1456,2047,1169,1105,985,1065,6.7,980,195,120,335,1690,1895,95,245,70,25,275,1770,155,1630,400,15,210,175,350,755,33539,305,325,110,865,25,105,10,80,0,20,135,0,40,1620,360,510,127919,15,0,15,0,1150,135,45405035,40354545,8511510590,100859575,80908595,60754555,30454055204520351515520,12095100,655320,190290,2530,1010,000000,315175,1535,400
4620188.02,0.2269,2328,1409,1310,1105,1225,6.6,1145,230,115,640,1655,2130,285,355,235,45,345,1980,195,1815,485,25,280,195,350,960,35980,245,385,155,1110,0,130,15,30,0,0,105,0,50,1850,370,489,160634,10,0,50,0,1375,110,45453030,40353560,100120130115,110110125120,1158095105,85905070,55452040356525551520515,225160170,915285,265335,1045,2515,0000100,335235,2025,425
4620189.0,1.4764,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,xxxx,xxxx,xxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,xxx,xx,xx,xx,xx,xxxxxx,xx,xx,x
4620190.01,0.4597,3447,1836,1785,1555,1890,-2.3,1290,325,295,355,3035,3305,140,215,135,10,200,3210,100,2935,475,0,550,225,765,1020,45364,490,525,240,1675,0,0,30,15,0,10,160,0,165,2635,535,543,162571,30,0,40,0,1720,130,45505055,65707560,9510010090,110100120130,135145115170,125135100170,901051001551001506511530552030,355160220,1230400,195405,5080,020,000000,500320,4035,585
4620190.02,1.043,3430,1891,1850,1365,2065,-3.3,840,310,635,225,3020,3245,75,150,65,10,50,3210,15,3105,150,10,680,180,870,980,48015,505,230,245,300,1300,5,235,10,0,0,90,0,75,3100,55,835,182533,25,10,0,0,1045,10,20153530,35452530,40402015,20254550,7510590120,130140120135,901401302101702701752959521555180,285105240,1460300,11590,1515,00,00100010,385330,015,975
4620191.0,1.6789,6166,3070,2970,2880,3285,-1.2,2195,535,525,875,5065,5670,335,540,265,65,930,5075,335,4960,975,70,1025,385,1170,1795,41298,765,815,385,1945,675,0,260,90,0,0,175,0,210,4730,1005,583,165427,35,10,25,0,2965,185,110105120105,120125150165,220190200195,210190210220,230250245285,205215155205,130175140235200245135190651103075,455250370,2165630,410700,8060,010,0000010,855535,3545,1260
4620192.0,0.7858,2810,935,920,1300,1510,4.7,895,235,340,175,2035,2140,90,90,75,20,225,2010,95,1850,375,10,370,170,570,350,51967,230,250,125,405,0,105,220,175,0,0,45,0,25,1855,355,439,142021,0,0,0,0,1140,55,60557080,956513575,70556050,557580100,95120100115,10010065100,6060607070654580409530140,15590140,690185,195210,2565,010,000000,275225,055,495
4620193.0,0.2674,1987,945,920,940,1050,-0.9,775,195,125,270,1705,1985,85,180,75,10,140,1860,10,1830,170,0,300,175,380,545,41311,270,295,210,585,0,25,135,135,0,5,95,0,70,1775,125,539,140455,10,0,15,0,1040,70,40455055,30455065,70758080,75658575,90907580,751006075,55504050355520301015515,2356080,560265,120280,030,00,000000,340185,1010,280
4620194.0,1.1906,5265,2222,2170,2440,2830,-1.3,1775,530,310,620,4495,4960,185,435,170,15,590,4595,225,4455,700,35,735,355,875,1295,40771,820,630,345,1505,90,15,55,495,0,5,75,0,140,4265,705,508,158646,25,20,20,15,2480,220,155135180195,195175185180,170170140150,150190185195,205285245275,195215125170,11015080905510040602045545,550210180,1440650,350545,3070,1010,100150010,815480,1555,470
4620195.01,0.544,3580,1716,1685,1405,2175,-4.5,1110,265,665,370,2730,3005,125,245,100,25,230,2895,115,2565,540,20,535,135,535,1150,36096,415,380,320,1540,0,35,40,55,0,0,45,0,145,2270,660,558,200231,15,25,0,10,1390,100,45554540,55555065,70909085,100759595,85125105140,8513085125,9010595145110175802206019070260,330150170,1305340,155230,20125,00,0000010,450300,2045,445
4620195.02,0.6023,5338,2485,2410,2455,2885,-1.3,1890,525,355,660,4640,5095,135,525,85,50,1055,4265,230,3915,1375,30,845,250,935,1475,39044,840,565,350,2220,60,0,10,80,0,15,175,0,255,3375,1595,527,210974,15,30,40,15,2505,220,105105125115,140125180175,195180150160,175170175200,190215185265,180215165195,115170140190105170751304565540,495265290,1655580,280440,5075,1010,0100000,870545,3590,720
4620195.03,0.9064,5109,2361,2305,2395,2710,-2.7,1710,445,300,540,4535,4920,90,450,85,10,520,4590,195,3740,1330,40,970,285,860,1440,41843,715,640,485,1935,0,0,15,135,0,5,110,0,430,2790,1725,562,237159,55,15,60,25,2715,215,1001058595,85110145130,195215200220,180165185170,175225155200,205255165185,1551651401751101207510030551535,570255265,1645545,265570,9585,00,0100000,935625,1055,680
4620196.0,0.3993,3847,2183,2110,1740,2110,0.8,1565,435,290,775,3015,3625,270,505,200,70,375,3435,190,3170,635,10,465,245,605,1505,33956,455,480,360,1770,0,85,25,115,0,15,200,0,140,3005,595,519,175809,40,20,15,0,1905,160,85658080,80908580,120145115135,105115190160,175205135170,120145100125,8512080125751305011535551540,330190260,1365545,245340,70125,1010,0000100,520445,1045,655
4620197.0,0.5969,4707,2482,2400,2070,2640,2.9,1710,470,440,610,3885,4280,190,415,135,60,550,3970,245,3535,975,15,660,225,730,1670,31288,610,545,275,2270,0,70,15,15,0,10,185,0,150,3065,1150,542,162558,65,15,75,0,2115,130,95115100110,9075110100,115155125165,175175205180,160195155180,135180110155,9515011018011018590155501052580,375250285,1555660,320490,80110,1010,000000,535445,2035,545
4620198.0,0.6418,4929,2579,2525,2315,2620,4.5,1870,505,385,650,4235,4420,250,400,155,95,805,4115,500,3620,1220,75,695,315,800,1720,30501,660,575,315,1965,5,15,405,95,0,15,130,0,330,3250,1225,495,131947,35,20,65,0,2220,270,12510011585,90100125120,175180145175,170165195180,220210195215,175195125185,115140115155901659012535852550,525245305,1740650,285530,3545,350,000000,745370,4580,610
4620199.0,0.2251,2617,1395,1360,1195,1420,15.1,1065,250,145,385,2200,2440,80,305,55,25,385,2235,180,2120,455,40,340,170,395,965,32509,310,290,220,1115,25,110,35,15,0,30,130,0,105,1975,460,597,121670,25,0,50,10,1310,185,65557570,50555065,80100110110,80110120105,120125110110,80955585,60804560358540552040525,290165145,900335,205310,3040,200,000000,380225,1020,350
4620200.0,0.3109,4334,2247,2190,2040,2295,8.8,1640,450,315,885,3385,3865,175,710,135,40,935,3385,450,3120,1010,185,550,250,605,1590,26585,545,460,360,1910,95,40,90,20,0,5,170,0,120,3075,1055,480,123393,35,0,25,0,2035,190,115105115120,10590115105,150165150155,160165195160,165170155155,145165125130,90120100130751404511025652035,465110255,1535485,405455,6065,00,0100000,505395,3560,470
4620201.0,0.9273,6413,3410,3305,2840,3570,6.1,2500,730,575,1205,4945,5660,355,850,245,110,1455,4790,580,4575,1585,85,715,365,660,2640,28151,805,790,395,2315,400,105,0,25,0,225,260,0,285,4075,1610,474,146548,35,25,205,15,2845,245,150140155135,140135130165,255280225255,220210250250,230245205255,190235135200,1251651251901152001002355013525135,755345260,2180860,475755,5065,4010,1000000,765445,2550,720
4620202.0,0.6097,4288,2379,2305,1850,2430,3.1,1655,455,530,635,3515,3990,200,435,145,60,335,3830,180,3405,720,45,500,270,645,1660,28742,445,480,220,1945,200,10,15,75,0,5,180,0,280,2940,860,498,155917,60,20,0,0,1945,200,85909595,75859095,125140115145,135130155185,180175165185,130155105130,751206512085170901854512025100,480225235,1585540,290395,3540,2520,00200010,480445,1030,685
4620203.0,0.2378,2821,1536,1505,1350,1475,1.8,1320,265,190,490,2300,2705,120,375,100,20,155,2665,115,2530,275,20,310,250,440,1060,32279,310,365,230,1395,55,25,5,5,0,25,155,0,85,2485,215,542,133379,30,0,0,0,1475,90,70606555,65556060,90120110115,100110130135,125135125120,90856550,5565557550105456525301040,285115160,905450,195275,2085,3015,0015000,420305,2040,490
4620204.0,0.2347,2713,1512,1470,1245,1465,0,1235,270,190,505,2170,2600,215,290,175,40,175,2530,100,2375,290,40,295,220,475,990,32718,265,385,180,1390,0,5,5,10,0,50,190,0,100,2300,250,578,139869,30,0,15,0,1470,100,60706560,45505540,85110110115,100120125130,155170115115,75855575,607055653565206015501525,215190125,780500,210250,4040,2515,10100000,370320,1060,545
4620205.0,0.177,2183,1202,1180,1040,1140,1.8,1095,210,115,345,1790,2090,100,240,65,30,90,2070,75,2000,150,10,245,220,370,810,36334,145,380,175,1155,0,15,5,0,0,10,100,0,40,1965,135,474,145144,20,0,0,0,1275,100,50405040,45306055,759090115,8095115110,11511085105,70755545,45504060354520301025520,190105110,745335,160320,5050,5035,000000,265260,2515,455
4620206.0,0.2328,2669,1460,1420,1235,1435,-3,1255,270,170,385,2265,2595,100,285,100,0,100,2565,70,2405,250,10,295,270,510,910,37948,250,430,180,1355,0,5,10,10,0,10,105,0,25,2315,265,533,156367,30,0,15,10,1475,120,50755560,55455055,8585105115,110105135120,120150120145,105856070,406550704565206515351030,190150155,850460,180315,2545,2535,10010000,455265,1035,495
4620207.0,0.2564,3511,1845,1775,1685,1830,1.2,1600,330,230,655,2715,3145,230,420,195,35,540,2880,270,2760,625,35,385,225,470,1305,29523,350,440,170,1600,100,40,5,5,0,10,145,0,85,2480,765,508,136147,15,10,50,20,1740,225,80806085,80657590,135165155165,175135145130,155165140150,10012090105,756060856075408025452545,305180200,1175455,230485,7540,3025,000000,480220,3545,530
4620208.0,0.2005,2578,1372,1310,1210,1365,0.9,1265,250,155,525,1945,2410,125,405,100,25,225,2285,100,2200,295,10,235,190,395,915,30474,205,390,160,1255,0,45,5,0,0,0,115,0,40,2215,230,512,107962,15,0,0,0,1185,160,60507555,40505070,110110120125,100105115115,120120100105,90856045,50604075356525501540525,370110160,745445,220310,2025,1510,000000,230245,1035,315
4620209.0,0.6635,5967,3071,2905,2865,3100,1.2,2650,520,475,945,4705,5235,335,615,215,115,1185,4500,450,4185,1445,60,680,390,675,2230,25970,795,605,305,2705,90,35,10,30,0,30,250,0,165,3845,1475,487,133251,35,25,130,15,2725,360,125135130135,125105135130,235290285285,290235275235,260245255185,160200115110,105105100155105150801504012040125,605250260,1895765,640670,120130,5030,0000010,540335,2065,880
4620210.0,0.3266,3250,1950,1840,1695,1560,1,1855,310,125,735,2480,2990,235,495,190,45,565,2675,255,2590,605,50,235,290,235,1600,24721,290,525,270,1730,40,25,5,5,0,35,275,0,60,2590,545,472,129156,20,0,25,0,1790,190,65756050,55457070,200245275220,190125180125,15010512590,90905550,50604565456020351530520,350230145,1120445,340435,140125,5015,15035000,360155,2515,625
4620211.0,0.1767,2300,1301,1215,1065,1235,-2,1260,215,130,495,1715,2120,175,320,165,10,150,2070,95,1970,220,30,185,210,220,990,31734,190,365,175,1195,0,5,0,5,0,0,125,0,45,1985,145,481,124478,15,0,25,0,1295,165,55354040,40304050,125165150140,100100115105,100958575,50854045,25502545405520601030520,205145110,650440,215325,7075,2525,01000010,245200,2525,480
4620212.0,0.1949,2475,1393,1330,1215,1265,0.8,1340,240,115,540,1915,2360,150,385,140,10,140,2320,100,2235,210,20,210,215,305,1030,31941,235,490,175,1260,50,0,0,5,0,15,185,0,35,2205,205,543,144759,10,0,10,0,1410,125,50555550,55454545,130160185175,130135125115,100758590,55656050,40402550253525301025520,115130180,785360,235330,2575,2030,00100200,310210,025,510
