GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5078: University certificate, diploma or degree at bachelor level or above","v_CA16_5123: University certificate, diploma or degree at bachelor level or above"
4620136.00,CT,Montréal,0.18156,2774,1691,1479,2420,1745,1190,1055
4620137.00,CT,Montréal,0.18231,1165,734,629,985,555,430,340
4620138.00,CT,Montréal,0.27868,1994,1216,1030,1850,1085,915,655
4620139.00,CT,Montréal,0.22046,3174,1887,1648,2895,2115,1545,1325
4620140.00,CT,Montréal,0.11807,1420,733,681,1265,910,710,595
4620141.00,CT,Montréal,0.11994,1623,920,804,1395,1125,910,785
4620142.00,CT,Montréal,0.10996,1657,982,854,1405,960,690,545
4620143.00,CT,Montréal,0.17284,2418,1604,1416,2065,1300,1000,775
4620144.00,CT,Montréal,0.19108,3512,2280,2045,3030,2245,1855,1500
4620145.00,CT,Montréal,0.43956,0,0,0,x,x,x,x
4620146.00,CT,Montréal,0.14146,2391,1529,1427,2110,1695,1165,1040
4620147.00,CT,Montréal,0.16824,2749,1670,1519,2415,1845,1345,1170
4620148.00,CT,Montréal,0.14256,1306,502,472,860,670,440,410
4620149.00,CT,Montréal,0.13819,3161,1924,1756,2770,2120,1380,1175
4620150.00,CT,Montréal,0.16464,2474,1516,1375,2110,1630,945,835
4620151.00,CT,Montréal,0.11707,2215,1172,1126,1760,1410,930,815
4620152.00,CT,Montréal,0.13642,1525,935,863,1385,1090,650,605
4620153.00,CT,Montréal,0.27978,785,496,431,610,460,150,140
4620154.00,CT,Montréal,0.12439,1144,635,615,965,750,475,425
4620155.00,CT,Montréal,0.10595,1753,1074,1005,1470,1155,705,655
4620156.00,CT,Montréal,0.13767,1923,1155,1078,1635,1345,825,765
4620157.00,CT,Montréal,0.16114,2132,1209,1120,1905,1470,1035,890
4620158.00,CT,Montréal,0.1382,2021,1299,1189,1765,1415,990,875
4620159.00,CT,Montréal,0.1239,1942,1026,963,1750,1290,965,845
4620160.00,CT,Montréal,0.1202,1749,1113,1028,1530,1100,880,750
4620161.00,CT,Montréal,0.13912,1934,1088,993,1700,1315,830,765
4620162.00,CT,Montréal,0.09334,1574,996,918,1410,1020,870,705
4620163.00,CT,Montréal,0.20235,3096,1639,1457,2625,1860,1370,1110
4620164.00,CT,Montréal,0.06939,1301,816,738,1165,840,735,605
4620165.00,CT,Montréal,0.15013,2455,1209,1099,2030,1420,890,760
4620166.00,CT,Montréal,0.23481,491,336,271,410,350,165,150
4620167.00,CT,Montréal,0.20549,2549,1229,1157,2075,1520,1020,925
4620168.00,CT,Montréal,0.17021,2886,1238,1136,2005,1505,1035,890
4620169.00,CT,Montréal,0.14726,2216,1042,973,1790,1315,940,795
4620170.00,CT,Montréal,0.15803,2111,1168,1044,1790,1375,875,795
4620171.00,CT,Montréal,0.48308,4735,2836,2648,4095,2995,2130,1830
4620172.00,CT,Montréal,0.19813,2496,1680,1551,2285,1780,1320,1155
4620173.00,CT,Montréal,0.18658,2029,1212,1141,1800,1435,1000,890
4620174.00,CT,Montréal,0.22991,2091,1305,1221,1825,1480,1155,1045
4620175.00,CT,Montréal,0.11901,1978,1141,1059,1715,1440,1075,970
4620176.00,CT,Montréal,0.11391,1572,920,873,1340,1070,720,640
4620177.00,CT,Montréal,0.09885,1346,802,748,1160,965,590,555
4620178.00,CT,Montréal,0.27997,2353,1422,1323,2195,1705,1080,955
4620179.00,CT,Montréal,0.49786,3819,2356,2172,3340,2710,1375,1265
4620180.00,CT,Montréal,0.26417,3378,2022,1904,2845,2185,860,790
4620181.00,CT,Montréal,0.3347,4468,3042,2449,3685,2820,1205,1090
4620182.00,CT,Montréal,0.13792,2155,1182,1125,1790,1365,635,605
4620183.00,CT,Montréal,0.1318,2205,1265,1231,1960,1495,660,610
4620184.00,CT,Montréal,0.2191,2943,1615,1540,2470,1820,720,660
4620185.00,CT,Montréal,0.39316,5217,2982,2756,4370,3265,1305,1145
4620186.00,CT,Montréal,0.38733,4539,2577,2445,3945,2845,1065,960
4620187.01,CT,Montréal,0.3649,3032,1937,1702,2585,1725,795,660
4620187.03,CT,Montréal,0.35582,4805,2622,2550,3990,2825,1275,1125
4620187.04,CT,Montréal,0.76954,5679,2430,2406,4150,3350,2185,1975
4620188.01,CT,Montréal,0.15136,2186,1233,1150,1895,1405,650,590
4620188.02,CT,Montréal,0.22868,2671,1530,1407,2325,1620,775,640
4620189.00,CT,Montréal,1.46951,0,0,0,x,x,x,x
4620190.01,CT,Montréal,0.4538,3599,1925,1809,3080,1900,880,695
4620190.02,CT,Montréal,1.04323,4145,2359,2272,3655,1720,1470,940
4620191.00,CT,Montréal,1.69169,6171,3115,2875,5130,3320,1590,1355
4620192.00,CT,Montréal,0.77969,3290,1197,1172,2220,1365,765,580
4620193.00,CT,Montréal,0.26464,2003,986,924,1665,1140,395,375
4620194.00,CT,Montréal,1.20926,7557,3196,3061,5795,4200,1505,1370
4620195.01,CT,Montréal,0.55126,3479,1720,1609,2765,1525,635,520
4620195.02,CT,Montréal,0.59995,5390,2495,2347,4225,2680,915,735
4620195.03,CT,Montréal,0.88641,4978,2392,2255,4420,2780,995,820
4620196.00,CT,Montréal,0.40496,3944,2261,2018,3225,2200,880,755
4620197.00,CT,Montréal,0.59611,5027,2580,2404,4030,2850,995,895
4620198.00,CT,Montréal,0.64661,4940,2619,2440,4040,2770,990,905
4620199.00,CT,Montréal,0.22514,2613,1429,1341,2175,1675,675,640
4620200.00,CT,Montréal,0.30705,4667,2396,2278,3865,2790,1055,930
4620201.00,CT,Montréal,0.93812,7118,3666,3436,5685,3785,1545,1360
4620202.00,CT,Montréal,0.61472,4224,2429,2280,3430,2280,1150,925
4620203.00,CT,Montréal,0.23786,2700,1560,1459,2220,1660,940,860
4620204.00,CT,Montréal,0.23491,2670,1525,1438,2200,1720,890,815
4620205.00,CT,Montréal,0.17688,2115,1222,1150,1725,1320,730,675
4620206.00,CT,Montréal,0.23216,2564,1445,1352,2300,1660,825,740
4620207.00,CT,Montréal,0.25581,3331,1855,1784,2905,2120,960,855
4620208.00,CT,Montréal,0.19923,2465,1408,1292,2130,1605,880,785
4620209.00,CT,Montréal,0.66473,5819,3255,3024,4760,3615,1915,1705
4620210.00,CT,Montréal,0.32648,3961,2348,2208,3400,2780,1600,1500
4620211.00,CT,Montréal,0.17652,2281,1329,1267,1970,1525,930,825
4620212.00,CT,Montréal,0.19393,2565,1464,1387,2215,1790,1100,1005
4620213.00,CT,Montréal,0.19136,2664,1417,1344,2105,1670,1060,945
4620214.00,CT,Montréal,0.25372,2737,1497,1405,2455,1820,1105,960
4620215.00,CT,Montréal,0.23403,3031,1745,1633,2525,1915,1140,1045
4620216.00,CT,Montréal,0.32356,2233,1332,1247,1945,1635,975,905
4620217.00,CT,Montréal,0.16246,2650,1522,1449,2365,1900,1195,1105
4620218.00,CT,Montréal,0.28019,3042,1831,1684,2650,2145,1290,1175
4620219.00,CT,Montréal,0.31258,2778,1663,1528,2470,1945,1190,1075
4620220.00,CT,Montréal,0.41978,5798,3025,2802,4755,3215,1240,1115
4620221.00,CT,Montréal,0.32858,5988,2976,2698,5050,3260,1085,910
4620222.00,CT,Montréal,0.19894,3587,1634,1492,3050,2025,535,490
4620223.01,CT,Montréal,0.14465,3883,1661,1484,3060,2035,410,335
4620223.02,CT,Montréal,0.19523,3085,1320,1186,2520,1655,385,335
4620224.00,CT,Montréal,0.37866,5937,2608,2395,4735,2970,700,565
4620225.00,CT,Montréal,0.65098,1400,692,639,1255,850,310,280
4620226.00,CT,Montréal,0.24482,3143,1681,1595,2705,2075,1140,1055
4620227.00,CT,Montréal,0.11595,1592,820,779,1370,1085,655,590
4620228.00,CT,Montréal,0.11288,1721,830,794,1400,1015,660,600
4620229.00,CT,Montréal,0.473,0,0,0,x,x,x,x
4620230.00,CT,Montréal,0.11511,1880,988,948,1650,1295,825,755
4620231.00,CT,Montréal,0.10348,1688,926,876,1455,1225,685,635
4620232.00,CT,Montréal,0.36448,3737,2250,2059,3245,2490,1760,1520
4620233.00,CT,Montréal,0.10389,2017,1246,1162,1890,1325,810,705
4620234.00,CT,Montréal,0.14931,2188,1306,1245,1855,1270,740,655
4620235.00,CT,Montréal,0.11671,1972,1068,1034,1720,1380,935,835
4620236.00,CT,Montréal,0.10767,1761,1020,954,1580,1195,580,550
4620237.00,CT,Montréal,0.21807,3435,1819,1740,3075,2355,1425,1265
4620238.00,CT,Montréal,0.16311,2358,1295,1216,1990,1520,805,745
4620239.00,CT,Montréal,0.542,4696,2616,2484,3905,3025,1485,1370
4620240.00,CT,Montréal,0.30761,3226,1651,1546,2515,1730,650,575
4620241.00,CT,Montréal,0.20605,2914,1456,1340,2500,1715,520,480
4620242.00,CT,Montréal,0.37045,6261,3250,3017,5245,3645,1230,1100
4620243.00,CT,Montréal,0.25486,3946,1909,1808,3245,2265,985,885
4620244.00,CT,Montréal,0.1757,2142,1128,1086,1840,1265,555,465
4620245.00,CT,Montréal,0.21965,2886,1639,1562,2545,1945,1120,1030
4620247.00,CT,Montréal,0.19313,2239,1255,1182,1910,1445,935,830
4620249.00,CT,Montréal,0.53013,4194,2279,2139,3465,2330,980,825
4620250.00,CT,Montréal,0.44836,4052,2050,1899,3530,2440,865,795
4620251.01,CT,Montréal,0.47497,3822,1613,1529,2810,1845,520,455
4620251.02,CT,Montréal,0.23632,2723,1312,1238,2325,1645,395,360
4620252.00,CT,Montréal,0.32544,5258,2458,2275,4235,2995,765,695
4620253.00,CT,Montréal,0.45824,3436,1582,1443,2765,1960,510,480
4620254.00,CT,Montréal,0.61394,4069,1934,1836,3355,2325,675,595
4620256.00,CT,Montréal,1.84271,3772,1628,1465,2840,1960,220,190
4620257.00,CT,Montréal,1.3299,4520,1785,1657,3670,2395,445,385
4620258.00,CT,Montréal,0.39571,5162,1892,1802,3625,2550,475,430
4620259.00,CT,Montréal,0.37073,5969,2545,2321,4550,3160,510,450
4620260.00,CT,Montréal,0.54225,2312,893,836,1775,1155,180,175
4620261.00,CT,Montréal,0.62944,2713,1168,1070,2170,1420,185,160
4620262.00,CT,Montréal,0.76792,4525,1889,1717,3780,2450,285,255
4620263.00,CT,Montréal,0.75229,4085,1848,1713,3275,2075,380,350
4620264.01,CT,Montréal,1.22449,5530,2433,2330,4215,2620,1345,1080
4620264.02,CT,Montréal,0.91236,5249,2685,2591,4255,2930,1800,1445
4620265.00,CT,Montréal,0.48326,4565,2376,2213,3920,2670,1275,1120
4620266.00,CT,Montréal,0.75334,3357,1794,1682,2805,1995,785,680
4620267.00,CT,Montréal,1.12593,6334,2883,2666,5185,3595,910,825
4620268.01,CT,Montréal,0.58122,6777,3262,3137,5450,3455,1700,1420
4620268.02,CT,Montréal,0.3028,5598,2254,2151,4295,3080,1360,1215
4620268.03,CT,Montréal,1.28194,0,0,0,x,x,x,x
4620269.00,CT,Montréal,0.77174,4137,2098,1921,3300,2365,1005,875
4620270.00,CT,Montréal,0.67896,4529,2548,2403,3805,2710,1525,1310
4620271.00,CT,Montréal,0.47804,3454,1693,1613,3095,1975,1100,935
4620272.00,CT,Montréal,0.50441,3796,1911,1841,3175,2290,1030,840
4620273.00,CT,Montréal,0.56934,4661,2411,2195,3610,2295,915,800
4620274.00,CT,Montréal,0.4793,3014,1454,1357,2370,1580,530,480
4620275.00,CT,Montréal,0.62073,4011,2180,1996,3455,2350,870,685
4620276.00,CT,Montréal,0.88645,5112,2726,2529,4190,2935,1245,1045
4620277.00,CT,Montréal,0.55929,4410,2101,1936,3140,2180,1010,850
4620278.00,CT,Montréal,0.58961,4343,2209,2100,3600,2480,1350,1120
4620279.00,CT,Montréal,0.93859,5261,2646,2500,4130,2370,1755,1245
4620280.00,CT,Montréal,0.59058,4494,2268,2085,3510,2515,1400,1225
4620281.00,CT,Montréal,1.08507,3914,1530,1459,2715,1700,1260,985
4620282.00,CT,Montréal,1.31655,7032,2904,2737,5260,3475,1580,1375
4620283.01,CT,Montréal,0.60842,3663,1428,1356,3065,1720,715,570
4620283.02,CT,Montréal,0.46944,2853,1276,1208,2260,1335,575,435
4620284.00,CT,Montréal,0.58222,3467,1654,1559,3000,1780,800,640
4620285.00,CT,Montréal,1.51,6577,2401,2260,4485,3050,1480,1215
4620286.00,CT,Montréal,0.79127,5305,2110,1961,4020,2755,980,840
4620287.01,CT,Montréal,0.53658,6641,3354,3056,5085,3860,1450,1255
4620287.02,CT,Montréal,1.10686,4642,1840,1739,3690,2245,1200,950
4620288.00,CT,Montréal,1.88659,1519,415,404,990,635,460,375
4620290.01,CT,Montréal,1.20408,2655,1021,1001,2100,1400,330,310
4620290.02,CT,Montréal,1.79948,5738,2283,2227,4890,3090,525,450
4620290.03,CT,Montréal,0.639,4171,1778,1734,3520,2295,365,310
4620290.04,CT,Montréal,2.83385,6889,2538,2445,5645,3700,730,610
4620290.05,CT,Montréal,2.22083,5100,2450,2357,4215,2045,590,430
4620290.06,CT,Montréal,0.89611,5381,2059,1982,4535,2790,620,515
4620290.07,CT,Montréal,0.58268,4121,1595,1573,3385,2170,525,460
4620290.08,CT,Montréal,1.12896,4076,1551,1494,3370,2145,410,355
4620290.09,CT,Montréal,1.11203,4910,1804,1757,4110,2470,515,410
4620291.01,CT,Montréal,0.98179,3923,1393,1367,3170,2155,400,360
4620291.03,CT,Montréal,6.99894,5352,1798,1785,4130,2955,785,745
4620291.04,CT,Montréal,3.20584,5230,1476,1469,3685,2685,705,670
4620300.00,CT,Montréal,0.51658,2699,1372,1261,1885,1400,590,535
4620301.00,CT,Montréal,0.41938,5005,2776,2627,4395,3375,1765,1575
4620302.00,CT,Montréal,0.20628,2926,1673,1537,2580,2015,815,780
4620303.00,CT,Montréal,0.26353,2291,1355,1252,1925,1480,615,595
4620304.00,CT,Montréal,0.27106,3277,1857,1745,2755,1995,920,830
4620305.00,CT,Montréal,0.35069,3762,2250,2083,3320,2475,1405,1195
4620306.00,CT,Montréal,0.22301,2847,1635,1524,2390,1760,755,690
4620307.00,CT,Montréal,0.17365,3079,1716,1567,2780,2125,755,725
4620308.00,CT,Montréal,0.17394,2693,1427,1352,2330,1790,725,655
4620309.00,CT,Montréal,0.18645,1364,640,622,1170,835,315,280
4620310.00,CT,Montréal,0.42811,3387,1686,1603,2850,2060,680,595
4620311.00,CT,Montréal,0.35746,4003,2146,2017,3290,2325,800,720
4620312.00,CT,Montréal,0.30671,3241,1719,1621,2700,1905,785,710
4620313.00,CT,Montréal,0.39766,3249,1586,1523,2730,1930,610,540
4620314.00,CT,Montréal,0.25747,2466,1229,1162,2105,1325,480,400
4620315.00,CT,Montréal,0.81056,240,5,5,x,x,x,x
4620316.00,CT,Montréal,0.5697,2239,871,850,1650,1210,730,625
4620317.02,CT,Montréal,1.30004,7929,4169,3882,6545,4110,3630,2555
4620317.03,CT,Montréal,0.8224,4349,2323,2176,3710,2635,2290,1860
4620317.04,CT,Montréal,1.6735,8183,3780,3584,6490,4535,3790,3110
4620320.00,CT,Montréal,0.67752,4683,2271,2133,3935,2570,960,800
4620321.00,CT,Montréal,1.08883,2921,1506,1387,2390,1770,525,490
4620322.02,CT,Montréal,0.77636,3850,1762,1673,3140,2020,825,655
4620322.03,CT,Montréal,0.75375,4751,2499,2361,3985,2340,715,585
4620322.04,CT,Montréal,0.45613,3345,1470,1377,2560,1495,575,450
4620323.00,CT,Montréal,0.62315,2862,1289,1191,2185,1445,535,425
4620324.01,CT,Montréal,0.68982,4894,2324,2130,3980,2625,810,715
4620324.02,CT,Montréal,0.67154,2806,1281,1148,2260,1485,400,365
4620325.01,CT,Montréal,0.39421,3715,1555,1454,2970,1890,430,365
4620325.02,CT,Montréal,0.97653,6575,2961,2764,5320,3380,775,695
4620325.03,CT,Montréal,0.46694,3702,1605,1507,3070,1820,460,395
4620325.05,CT,Montréal,0.91319,6994,3298,3039,5560,3650,1850,1595
4620325.06,CT,Montréal,0.77396,4225,2002,1925,3650,2395,970,845
4620326.01,CT,Montréal,2.53977,2822,1201,1129,2450,1515,355,300
4620326.02,CT,Montréal,1.08644,3386,1715,1570,2885,1910,480,430
4620326.03,CT,Montréal,1.31943,4976,2028,1906,3930,2480,720,655
4620327.00,CT,Montréal,1.09085,4737,2248,2078,3955,2715,710,615
4620328.00,CT,Montréal,0.44262,1940,860,798,1450,995,220,210
4620329.00,CT,Montréal,0.62907,3669,1882,1700,3000,2120,850,725
4620330.00,CT,Montréal,2.05794,5239,2605,2371,4285,3010,715,645
4620340.00,CT,Montréal-Ouest,1.36843,5050,1956,1850,4120,2510,2180,1635
4620350.00,CT,Westmount,0.55949,2525,1250,1121,1930,1230,1060,820
4620351.00,CT,Westmount,0.46097,4984,3147,2715,4495,2020,2465,1445
4620352.00,CT,Westmount,0.48839,3113,1463,1357,2390,1445,1435,995
4620353.00,CT,Westmount,0.4142,2999,1242,1166,2470,1470,1570,1180
4620354.00,CT,Westmount,0.81053,3092,1044,1001,2470,1385,1660,1125
4620355.00,CT,Westmount,0.30734,1573,772,672,1340,725,875,590
4620356.00,CT,Westmount,1.00473,2026,699,653,1660,945,1075,690
4620360.00,CT,Montréal,1.42552,1923,680,624,1470,830,990,665
4620361.00,CT,Montréal,0.11256,1419,833,671,1095,580,700,495
4620362.00,CT,Montréal,0.5246,2366,896,834,1930,1095,1130,810
4620363.00,CT,Montréal,0.3712,4936,2308,2075,3745,2065,1770,1215
4620364.00,CT,Montréal,0.23408,3112,1059,962,1855,1250,615,480
4620365.00,CT,Montréal,0.24807,3080,1370,1267,2410,1635,1355,1065
4620366.00,CT,Montréal,0.35442,2570,1068,1018,2060,1320,1375,1030
4620367.00,CT,Montréal,0.54769,4548,1856,1722,3205,2115,1915,1505
4620370.00,CT,Hampstead,1.79526,6973,2623,2473,5665,3285,3015,2245
4620380.00,CT,Côte-Saint-Luc,0.76527,4060,1877,1802,3510,1910,1485,1085
4620381.00,CT,Côte-Saint-Luc,0.5886,6290,2736,2474,4580,3090,1645,1380
4620382.01,CT,Côte-Saint-Luc,0.58116,3873,1558,1449,2840,1390,1155,825
4620382.02,CT,Côte-Saint-Luc,1.5619,4445,1606,1475,3440,2050,1465,1105
4620383.01,CT,Côte-Saint-Luc,1.72545,3232,1126,1047,2270,1280,890,630
4620383.02,CT,Côte-Saint-Luc,1.50642,8002,4008,3844,6830,3225,2690,1765
4620385.00,CT,Côte-Saint-Luc,0.03712,1517,1001,949,1410,680,650,385
4620390.00,CT,Montréal,1.02632,1198,690,617,1020,740,145,125
4620391.00,CT,Montréal,0.31702,1656,955,834,1390,950,155,135
4620392.00,CT,Montréal,0.43794,1522,824,738,1150,815,335,265
4620393.00,CT,Montréal,1.0424,6874,3379,3193,5545,4050,1205,1110
4620394.00,CT,Montréal,1.34442,3689,2024,1871,3145,2240,490,440
4620395.01,CT,Montréal,7.64537,2731,1227,1090,1915,1310,215,195
4620395.02,CT,Montréal,0.68838,6451,3078,2802,5020,3445,985,850
4620395.03,CT,Montréal,0.61432,4590,2480,2346,3815,2725,1245,1125
4620396.00,CT,Montréal,1.4642,6501,2701,2539,4755,3110,1655,1330
4620397.00,CT,Montréal,1.18634,4038,1549,1517,3280,2115,1160,1010
4620400.00,CT,Mont-Royal,1.37872,5232,2101,1980,4105,2650,2335,1860
4620401.00,CT,Mont-Royal,0.96878,3116,1299,1218,2540,1440,1460,1030
4620402.00,CT,Mont-Royal,2.43797,1686,746,698,1415,940,700,575
4620403.00,CT,Mont-Royal,1.31734,5198,1944,1767,3925,2410,2295,1770
4620404.00,CT,Mont-Royal,1.43255,5044,1824,1710,3820,2245,2190,1625
4620410.01,CT,Montréal,0.8713,5540,2199,2072,4490,2765,1235,1010
4620410.02,CT,Montréal,0.76362,5948,2842,2691,4665,2540,1990,1395
4620410.03,CT,Montréal,2.20657,1905,665,628,1560,975,390,300
4620412.00,CT,Montréal,1.50276,7329,2888,2716,5855,3830,2065,1730
4620413.01,CT,Montréal,0.80795,3865,1402,1380,3285,1770,1370,990
4620413.02,CT,Montréal,0.80649,3812,1582,1450,2875,1940,845,720
4620415.03,CT,Montréal,0.25538,4193,2028,1913,3670,2190,1040,845
4620415.04,CT,Montréal,0.47715,4748,2153,1980,4015,2495,1055,905
4620415.05,CT,Montréal,10.89386,7819,2902,2836,6040,4460,3220,2925
4620415.06,CT,Montréal,17.96505,7683,3154,2931,5540,4555,3425,3175
4620416.01,CT,Montréal,0.85315,4050,1446,1414,3395,1960,1110,830
4620416.02,CT,Montréal,1.03977,3067,1177,1073,2400,1535,545,435
4620417.01,CT,Montréal,0.6681,4804,1874,1779,3755,2560,1085,970
4620417.02,CT,Montréal,0.36121,2857,954,873,2170,1515,470,415
4620418.00,CT,Montréal,1.30222,5907,2693,2545,4960,3385,1830,1600
4620419.00,CT,Montréal,0.37887,4746,1855,1652,3550,2500,900,820
4620420.00,CT,Montréal,0.83341,5157,1775,1710,3845,2385,1300,1045
4620421.01,CT,Montréal,0.41478,7897,3191,2956,5755,4270,1720,1570
4620421.02,CT,Montréal,0.55719,7501,2991,2779,5805,3955,1720,1475
4620430.00,CT,Dorval,1.97115,6711,3642,3403,5670,3975,1650,1385
4620431.00,CT,Dorval,2.19763,5413,2487,2361,4670,2865,1365,1000
4620432.00,CT,Dorval,1.30463,3267,1272,1244,2520,1475,915,695
4620433.00,CT,Montréal,15.44107,3589,1417,1384,3150,2135,695,625
4620440.00,CT,L'Île-Dorval,0.19174,5,60,4,x,x,x,x
4620450.00,CT,Pointe-Claire,3.75946,7183,3370,3233,6110,3325,2610,1815
4620451.00,CT,Pointe-Claire,3.3254,6731,2831,2755,5595,3440,1965,1570
4620452.00,CT,Pointe-Claire,3.15682,7275,2837,2724,5405,3190,1940,1470
4620453.01,CT,Pointe-Claire,1.97508,5212,1963,1909,4350,2840,1450,1185
4620453.02,CT,Pointe-Claire,6.69163,4979,1834,1755,3865,2480,1295,1055
4620460.00,CT,Beaconsfield,3.58227,5345,1881,1843,4345,2565,2140,1570
4620461.00,CT,Beaconsfield,1.87749,2942,1078,1032,2345,1400,1065,820
4620462.01,CT,Beaconsfield,2.38125,5085,1930,1886,4155,2455,2025,1590
4620462.02,CT,Beaconsfield,3.18492,5952,1939,1901,4745,2960,2305,1840
4620470.01,CT,Kirkland,3.51372,7159,2615,2563,5870,3425,2160,1650
4620470.03,CT,Kirkland,2.42417,5156,1599,1579,4290,2865,1805,1540
4620470.04,CT,Kirkland,1.5748,3642,1226,1215,3110,1930,1075,835
4620470.05,CT,Kirkland,2.12149,4194,1339,1325,3560,2250,1615,1285
4620480.00,CT,Baie-D'Urfé,6.03126,3823,1381,1334,3115,1785,1500,1090
4620490.00,CT,Sainte-Anne-de-Bellevue,0.68859,2432,1492,1277,2210,1315,770,590
4620491.00,CT,Sainte-Anne-de-Bellevue,9.80481,2526,703,683,1690,1085,660,575
4620500.00,CT,Senneville,7.524,921,375,346,785,445,355,250
4620511.01,CT,Montréal,1.45681,3295,1207,1171,2555,1620,755,630
4620511.02,CT,Montréal,1.54183,6209,2422,2253,4860,3305,1250,1075
4620512.02,CT,Montréal,1.46489,4449,1864,1768,3735,2275,1125,855
4620512.03,CT,Montréal,0.68589,2512,1320,1302,2130,1360,600,475
4620512.04,CT,Montréal,1.77,6674,2475,2416,5480,3525,1205,1015
4620513.01,CT,Montréal,1.08552,5229,1849,1808,4310,2785,960,810
4620513.02,CT,Montréal,1.24785,4227,1773,1692,3440,2125,900,710
4620514.01,CT,Montréal,1.98257,6997,2832,2761,5790,3730,1575,1315
4620514.02,CT,Montréal,1.87503,6255,2221,2176,5135,3405,1350,1165
4620515.01,CT,Montréal,9.111,5975,2040,1946,4590,3215,1635,1445
4620515.02,CT,Montréal,0.93207,4551,1529,1511,3645,2585,1325,1205
4620515.03,CT,Montréal,0.96656,3328,1212,1170,2830,1880,810,685
4620515.04,CT,Montréal,0.83472,3655,1341,1293,2970,1975,755,645
4620520.02,CT,Dollard-Des Ormeaux,1.62034,7081,2520,2449,5905,3585,1295,1050
4620520.03,CT,Dollard-Des Ormeaux,1.48458,3655,1361,1285,2965,1955,710,545
4620520.04,CT,Dollard-Des Ormeaux,1.06005,4544,1771,1735,3825,2400,810,555
4620521.01,CT,Dollard-Des Ormeaux,0.8407,4819,1963,1911,4120,2625,1090,910
4620521.04,CT,Dollard-Des Ormeaux,1.40219,4983,1814,1743,4095,2495,1415,1110
4620521.05,CT,Dollard-Des Ormeaux,1.34697,4882,1492,1471,3855,2345,1550,1260
4620521.06,CT,Dollard-Des Ormeaux,2.18908,5029,1876,1848,4230,2480,1850,1405
4620521.07,CT,Dollard-Des Ormeaux,2.05871,4291,1269,1261,3210,1965,1250,995
4620522.01,CT,Dollard-Des Ormeaux,1.22541,3557,1336,1318,3050,1845,1040,770
4620522.02,CT,Dollard-Des Ormeaux,1.08672,3595,1409,1381,2990,1770,830,635
4620523.00,CT,Dollard-Des Ormeaux,0.7628,2463,816,808,2050,1185,685,510
4620530.00,CT,Montréal,2.22037,5941,2192,2120,4875,3080,1500,1245
4620540.00,CT,Montréal,0.87241,3700,1806,1681,2820,1885,585,475
4620550.02,CT,Montréal,13.36713,3233,1347,1263,2730,1840,785,640
4620550.03,CT,Montréal,5.01881,6683,2230,2183,5300,3540,1890,1660
4620550.04,CT,Montréal,4.42837,4797,1834,1803,4000,2630,1055,890
4620570.00,CT,Montréal-Est,12.2748,3850,1856,1734,3125,2180,220,190
4620580.01,CT,Montréal,1.17239,4260,1975,1868,3545,2490,555,465
4620580.02,CT,Montréal,0.80542,3235,1592,1582,2700,2135,405,370
4620580.03,CT,Montréal,1.08097,3879,1598,1563,3220,2200,515,440
4620581.01,CT,Montréal,1.31426,5708,2057,2018,4285,2805,495,420
4620581.02,CT,Montréal,0.66919,3495,1574,1529,2895,2030,275,250
4620582.01,CT,Montréal,1.15766,6465,3154,3019,5355,3465,545,455
4620582.02,CT,Montréal,1.26506,6033,2728,2657,4940,3230,455,380
4620583.00,CT,Montréal,0.74082,3205,1365,1314,2655,1800,275,235
4620584.00,CT,Montréal,1.59989,7022,3370,3220,5825,3805,500,425
4620585.01,CT,Montréal,3.47796,1995,774,767,1725,1195,350,315
4620585.02,CT,Montréal,5.60967,3900,1793,1718,3105,1870,355,310
4620590.01,CT,Montréal,1.49528,5439,2306,2200,4310,2835,750,670
4620590.02,CT,Montréal,0.3001,3340,1462,1379,2545,1830,345,325
4620591.01,CT,Montréal,0.48721,2664,1103,1057,2250,1430,560,460
4620591.02,CT,Montréal,0.6851,4158,1708,1644,3155,2075,940,790
4620592.00,CT,Montréal,0.95785,7418,3197,3067,5865,3830,1355,1145
4620593.01,CT,Montréal,1.04227,5087,2830,2772,4175,1610,605,325
4620593.02,CT,Montréal,0.48521,4538,2074,1977,3670,2350,715,610
4620594.01,CT,Montréal,0.40024,2704,1365,1330,2220,1445,335,305
4620594.02,CT,Montréal,8.01943,7448,3459,3372,6255,3765,1540,1290
4620600.01,CT,Montréal,0.74072,3931,1604,1564,3130,1930,545,475
4620600.02,CT,Montréal,0.41295,4141,1782,1706,3180,2145,605,535
4620600.03,CT,Montréal,0.69694,6617,2554,2429,4565,2825,800,670
4620601.01,CT,Montréal,0.32115,3284,1383,1305,2610,1540,460,390
4620601.02,CT,Montréal,0.4275,4466,2078,1985,3575,2485,850,785
4620602.01,CT,Montréal,0.53936,3809,1729,1656,3195,1845,630,545
4620602.02,CT,Montréal,0.6154,2880,1216,1164,2305,1465,425,370
4620603.01,CT,Montréal,0.53276,3615,1555,1444,2790,1760,355,315
4620603.02,CT,Montréal,0.6244,4072,1805,1671,3180,1790,440,370
